date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2022-06-28,'Anata,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2022-06-28,'Anata,al-Quds,west-bank,1,5,2,Residental,Demolition on the pretext of unlawful construction
2022-06-28,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-28,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-27,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,'Anata,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Bir Zeit,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-27,Kh.Ibziq,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-26,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-22,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-22,'Anata,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-22,'Anata,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-21,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-21,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-15,al-Khalayleh,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-15,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-13,Sa'ir,Hebron,west-bank,2,8,5,Residental,Demolition on the pretext of unlawful construction
2022-06-13,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-13,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-07,Beit Lid,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-02,Ya'bad,Jenin,west-bank,2,12,4,Residental,Demolition of houses as punishment
2022-06-02,Ya'bad,Jenin,west-bank,2,0,0,Non Resedential,Demolition of houses as punishment
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Qalandia,al-Quds,west-bank,7,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-01,al-Baq'ah (Hebron),Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Fakhit,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-06-01,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-06-01,Kh. al-Markez,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-30,Ras 'Atiya,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-24,al-Jawaya,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-24,'Ein Samia,Ramallah and al-Bira,west-bank,1,6,3,Residental,Demolition on the pretext of unlawful construction
2022-05-24,'Ein Samia,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-24,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-24,'Arab a-Ramadin al-Janubi,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-23,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-22,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-19,Deir Istiya,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-16,a-Za'ayem,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-16,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-16,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-16,al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-16,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-13,Jenin,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2022-05-12,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,0,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,a-Tuwani,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-11,Kh. al-Fakhit,Hebron,west-bank,1,11,8,Residental,Demolition on the pretext of unlawful construction
2022-05-10,al-Khader,Bethlehem,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-10,Khallet Sakariya,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-09,Beit Dajan,Nablus,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-09,Beit Dajan,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-09,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-09,Kh. 'Einun,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-08,Jaba',al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-05-07,Silat al-Harithiya,Jenin,west-bank,1,1,0,Residental,Demolition of houses as punishment
2022-05-02,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-05-02,al-'Auja,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-04-13,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-04-13,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-04-12,'Ein Samia,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,al-'Auja,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-03-23,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-23,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-22,Qalqas,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-22,Qalqas,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-21,Wadi Fukin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2022-03-20,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,8,1,Residental,Demolition on the pretext of unlawful construction
2022-03-10,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-10,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-09,Hebron,Hebron,west-bank,1,8,4,Residental,Demolition on the pretext of unlawful construction
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-08,Silat al-Harithiya,Jenin,west-bank,1,4,2,Residental,Demolition of houses as punishment
2022-03-08,Silat al-Harithiya,Jenin,west-bank,2,8,3,Residental,Demolition of houses as punishment
2022-03-02,Kardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-02,Hizma,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-03-02,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-28,Fasayil,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-24,'Anata,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2022-02-24,'Anata,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2022-02-24,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-24,'Anata,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-23,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-19,'Ein Samia,Ramallah and al-Bira,west-bank,1,6,1,Residental,Demolition on the pretext of unlawful construction
2022-02-19,'Ein Samia,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-17,Duma,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-15,Khallet al-Mayah,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-15,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-15,Khallet al-Mayah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-15,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-14,Silat al-Harithiya,Jenin,west-bank,1,5,4,Residental,Demolition of houses as punishment
2022-02-13,al-Birah,Ramallah and al-Bira,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-13,Halhul,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-13,Beit Ummar,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-13,Beit Ummar,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-09,Beit Kahil,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-08,Idhna,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-08,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-08,Jayus,Qalqiliya,west-bank,9,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-07,'Arab a-Rashayidah,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-03,Deir Nizam,Ramallah and al-Bira,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2022-02-03,Deir Nizam,Ramallah and al-Bira,west-bank,1,5,1,Residental,Demolition on the pretext of unlawful construction
2022-02-02,Kh. Khilet a-Dabe',Hebron,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-02,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,Shu'fat R.C.,East Jerusalem,east-jerusalem,1,5,3,Residental,Demolition of houses as punishment
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,Kh. Iqtit,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-02-01,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-30,al-'Aqabah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-01-26,a-Ramadin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-19,'Arab al-Fureijat,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-18,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-01-17,Haris,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,2,10,5,Residental,Demolition on the pretext of unlawful construction
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-12,Kh. al-Fakhit,Hebron,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2022-01-11,Battir,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-11,Beit Jala,Bethlehem,west-bank,1,6,1,Residental,Demolition on the pretext of unlawful construction
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-10,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-09,'Attil,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-08,Far'a,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,8,2,Residental,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-04,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-01-04,Kh.Ibziq,Tubas,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2022-01-04,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Qalqas,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-28,Qalqas,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,8,2,Residental,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Hablah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Hablah,Qalqiliya,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-21,Nahhalin,Bethlehem,west-bank,1,8,3,Residental,Demolition on the pretext of unlawful construction
